story_key,comparison_type,variant,semantic_similarity_sbert,delta_cli,delta_aoa,delta_concreteness,delta_imageability,delta_fk_grade,delta_mtld,delta_tier2_proxy_token_ratio,tier2_types_retained,tier2_types_removed,tier2_types_added,low_frequency_tier2_types_retained
loterry,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9175668954849243,0.8909973577935371,-49.80060975609757,0.4067929868700162,6.568713450292421,-3.0248246663705523,8.498725673281683,-0.040592061000224264,economics; effect; employ; need; range; report; research; study; table; total,analysis; anticipated; author; domestic; employed; existing; further; generating; however; likely; measurable; product; proportion; purchased; supported; transform; use; voluntary,change; expected; important; working,economics; employ; need; range; report; research; table
loterry,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9414713382720947,0.8754838302438787,-32.87378048780488,8.034122179416613,11.393274853801188,-2.974615113988179,5.424563621718832,-0.03223443223443223,economics; effect; employ; further; need; range; report; research; study; table; voluntary,analysis; anticipated; author; domestic; employed; existing; generating; however; likely; measurable; product; proportion; purchased; supported; total; transform; use,chosen; expected; group; important; working,economics; employ; need; range; report; research; table; voluntary
loterry,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9348794221878052,0.791381697643496,-38.13749999999999,2.453289356391508,8.425324675324703,-3.1570161361466127,2.0024434804313103,-0.04691333131700104,analysis; economics; effect; employ; further; need; range; report; research; study; table,anticipated; author; domestic; employed; existing; generating; however; likely; measurable; product; proportion; purchased; supported; total; transform; use; voluntary,expected; important; working,analysis; economics; employ; need; range; report; research; table
loterry,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9394806623458862,0.4275463134162386,-30.03012820512822,-2.96127085254426,1.4800613496932442,-2.8631131377035963,-0.17509094752016097,-0.03902085938014081,author; economics; effect; employ; further; need; range; report; research; study; supported; table; voluntary,analysis; anticipated; domestic; employed; existing; generating; however; likely; measurable; product; proportion; purchased; total; transform; use,expected; important; working,author; economics; employ; need; range; report; research; supported; table; voluntary
loterry,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9389760494232178,0.8441985636032288,-43.37045454545455,2.140747438215783,7.448324022346355,-3.3156307319352756,7.880987156104965,-0.041264211293029734,economics; effect; employ; need; range; report; research; study; table,analysis; anticipated; author; domestic; employed; existing; further; generating; however; likely; measurable; product; proportion; purchased; supported; total; transform; use; voluntary,expected; important; working,economics; employ; need; range; report; research; table
loterry,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9436640739440918,0.6163875869285088,-30.780555555555566,1.2941865916549204,6.32471264367814,-2.5707262250992926,4.809046197394437,-0.028676379799975296,analysis; author; domestic; economics; effect; employ; further; need; product; range; report; research; study; supported; table; total,anticipated; employed; existing; generating; however; likely; measurable; proportion; purchased; transform; use; voluntary,expected; important; working,analysis; author; domestic; economics; employ; need; product; range; report; research; supported; table
loterry,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9369077682495117,0.7572094415330574,-36.068902439024384,4.016169865251129,6.8852941176470495,-2.3761111315144596,-7.479325198266622,-0.017895512308920128,analysis; author; domestic; economics; effect; employ; further; measurable; need; product; range; report; research; study; supported; table,anticipated; employed; existing; generating; however; likely; proportion; purchased; total; transform; use; voluntary,change; common; expected; group; important; working,analysis; author; domestic; economics; employ; measurable; need; product; range; report; research; supported; table
loterry,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9451318979263306,0.9558702091447877,-35.55833333333334,9.249405446873766,12.258474576271169,-2.710824376423858,4.618829658532661,-0.02586739103593036,analysis; domestic; economics; effect; employ; existing; further; need; product; range; report; research; study; supported; table; total,anticipated; author; employed; generating; however; likely; measurable; proportion; purchased; transform; use; voluntary,expected; important; working,analysis; domestic; economics; employ; existing; need; product; range; report; research; supported; table
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9641351699829102,1.2664145149072996,-28.195884146341484,20.4195318907324,22.79299191374662,-3.19129660327701,-8.19399431642546,-0.01616982350408954,address; card; condition; culture; display; document; given; group; international; nature; received; researcher,appreciation; attempt; author; available; incur; known; note; science,learned,condition; culture; display; document; group; international; nature; received; researcher
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.972997784614563,1.0701889975300385,-25.44404591104734,16.985647593211752,18.320464441219144,-3.370846584620395,-13.64370815764137,-0.007615624576156249,address; card; condition; culture; document; given; group; international; nature; note; received; researcher,appreciation; attempt; author; available; display; incur; known; science,both; emotional; history; learned,condition; culture; document; group; international; nature; note; received; researcher
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9718543291091919,1.035813533342567,-26.117336849044193,16.86366412213738,16.266588356214697,-3.1984775730507415,-14.494342352306866,-0.014935942413138954,address; card; condition; culture; display; given; group; international; nature; note; received; researcher,appreciation; attempt; author; available; document; incur; known; science,emotional; history; learned,condition; culture; display; group; international; nature; note; received; researcher
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9751789569854736,1.0786914391659552,-23.100348432055796,19.493533117770596,18.214819013685315,-3.685511551289977,-18.145799808856253,-0.011216407355021218,address; card; condition; culture; display; document; given; group; international; nature; note; received; researcher,appreciation; attempt; author; available; incur; known; science,history; learned,condition; culture; display; document; group; international; nature; note; received; researcher
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9508501291275024,1.170334649040048,-27.898505114083434,18.611437047901575,19.948892534864683,-4.133783342983982,-12.608931434017379,-0.01467717194254637,address; appreciation; card; condition; culture; document; given; group; international; nature; note; researcher,attempt; author; available; display; incur; known; received; science,both; learned,appreciation; condition; culture; document; group; international; nature; note; researcher
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9590019583702087,0.9859874885839907,-24.03228120516502,15.627919441286338,16.46696938855399,-4.104064879277146,-12.520962870150328,-0.011346647485261346,address; card; condition; culture; display; document; given; group; international; nature; researcher,appreciation; attempt; author; available; incur; known; note; received; science,both; emotional; learned,condition; culture; display; document; group; international; nature; researcher
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9610915184020996,0.9055427620578692,-18.876172607879937,15.131997455470696,16.764207265559037,-3.205578076028715,-7.341792578439595,-0.008087505408638555,address; card; condition; culture; document; given; group; international; nature; note; received; researcher; science,appreciation; attempt; author; available; display; incur; known,both; emotional; history; learned,condition; culture; document; group; international; nature; note; received; researcher; science
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.964748203754425,0.7943590680852741,-17.43963414634146,13.576335877862562,13.793526959225517,-3.1506325596587814,-4.564557393916019,-0.0030845392231530835,address; card; condition; culture; display; document; given; group; international; known; nature; note; received; researcher; science,appreciation; attempt; author; available; incur,both; history; learned; provide,condition; culture; display; document; group; international; known; nature; note; received; researcher; science
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9689332246780396,0.8799386186149726,-14.560975609756099,16.412125660598917,17.532863981976902,-3.058194289180644,-9.453973895193059,-0.008950895089508956,address; available; card; condition; culture; display; document; given; group; international; nature; note; received; researcher; science,appreciation; attempt; author; incur; known,both; history; learned,available; condition; culture; display; document; group; international; nature; note; received; researcher; science
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9441509246826172,-0.013277529186712655,-19.849301825993564,-10.889743958573092,-5.456546240543446,-3.5599532096317823,-24.851478360996737,-0.018430574400723657,address; culture; example; following; marked; mosaic; nature; valuable; wealth,above; calculated; century; evidence; extent; however; minority; nevertheless; previous; prohibitive; repeated; reveal; working,condition; greek,address; culture; example; following; marked; mosaic; nature; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9398232698440552,-0.13355493796334494,-20.090460903462542,-13.566385372714478,-9.097451988507487,-3.918655475380163,-41.353627658066046,-0.015445499773857986,address; culture; example; marked; mosaic; nature; previous; valuable; wealth,above; calculated; century; evidence; extent; following; however; minority; nevertheless; prohibitive; repeated; reveal; working,change; condition; greek; whole,address; culture; example; marked; mosaic; nature; previous; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9342657923698425,0.2338142484047283,-29.518320964749535,-7.050092188774272,-3.9247657809860357,-4.033245712862463,-20.582006662811267,-0.02123275111172237,address; culture; example; marked; nature; valuable; wealth,above; calculated; century; evidence; extent; following; however; minority; mosaic; nevertheless; previous; prohibitive; repeated; reveal; working,include; outward,address; culture; example; marked; nature; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9380139708518982,-0.006931957682751122,-27.164965986394577,-12.74039330922244,-8.845106141630197,-3.603777127577608,-54.953885539269464,-0.01877131443047842,address; culture; example; following; marked; mosaic; nature; valuable,above; calculated; century; evidence; extent; however; minority; nevertheless; previous; prohibitive; repeated; reveal; wealth; working,group; outward,address; culture; example; following; marked; mosaic; nature; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9414151310920715,0.09511540089735804,-19.337651914698483,-6.8632452760961655,-3.3962639109698216,-3.761871620176141,-33.08594747144821,-0.016214944475814043,address; culture; example; marked; mosaic; nature; previous; valuable; wealth,above; calculated; century; evidence; extent; following; however; minority; nevertheless; prohibitive; repeated; reveal; working,greek; group; outward,address; culture; example; marked; mosaic; nature; previous; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9465737342834473,0.06739373268193904,-13.135404723687259,-4.831144908369538,-2.02114072148197,-3.6215151990066836,-39.925574040701264,-0.019000624309657592,culture; example; following; marked; nature; previous; valuable; wealth,above; address; calculated; century; evidence; extent; however; minority; mosaic; nevertheless; prohibitive; repeated; reveal; working,center; material,culture; example; following; marked; nature; previous; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9333594441413879,0.05631709170138288,-24.649301825993575,-9.670143983076855,-6.664668839828153,-3.4446295360294457,-41.962565958603506,-0.020120944347748474,address; culture; example; following; marked; mosaic; nature; valuable; wealth,above; calculated; century; evidence; extent; however; minority; nevertheless; previous; prohibitive; repeated; reveal; working,greek,address; culture; example; following; marked; mosaic; nature; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9393118023872375,-0.023884498377083174,-15.098116169544767,-8.740367125728483,-4.413738920225626,-3.699734981280418,-36.708930463842734,-0.017951403435274405,address; culture; example; marked; mosaic; nature; valuable; wealth,above; calculated; century; evidence; extent; following; however; minority; nevertheless; previous; prohibitive; repeated; reveal; working,condition; greek; linked,address; culture; example; marked; mosaic; nature; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9470996856689453,-0.03500284711383728,-14.57707338254454,-8.612618894371735,-4.687167869758866,-3.0477074152871353,-31.99189293642945,-0.011249664789487801,address; calculated; culture; example; following; however; marked; mosaic; nature; previous; valuable; wealth,above; century; evidence; extent; minority; nevertheless; prohibitive; repeated; reveal; working,condition; greek; outward,address; calculated; culture; example; following; however; marked; mosaic; nature; previous; valuable
wnl experience,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9338747262954712,0.5990802428279037,-12.48679245283023,11.833756655106697,9.470216321185035,-2.9406485415037267,-2.9731124851076487,-0.009583621129763659,experience; group; need; practice; specialized; stress; territorial; traumatic,display; empathy; evidence; internal; limited; relationship; territory; vertically; within,learned; needed,experience; group; need; practice; specialized; stress; territorial; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9223155975341797,0.5575898381340129,-11.670125786163567,11.826186682118873,8.05697828976514,-3.117274762900962,-11.867421152515163,-0.0022468697768524767,experience; group; internal; limited; need; practice; specialized; stress; territorial; territory; traumatic,display; empathy; evidence; relationship; vertically; within,act; learned; movement,experience; group; limited; need; practice; specialized; stress; territorial; territory; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.924474835395813,0.45037941913654655,-1.9884873680844635,12.31891681278006,9.479283012069857,-2.439637790997214,-17.431774737176426,-0.008278917910447763,experience; group; internal; need; practice; specialized; stress; traumatic,display; empathy; evidence; limited; relationship; territorial; territory; vertically; within,act; learned,experience; group; need; practice; specialized; stress; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9118698835372925,0.5975822289575087,-13.628171763175033,10.915301581289668,9.380706857042128,-3.353099582070964,-11.481441196485179,-0.008324605044950688,experience; group; internal; need; practice; specialized; stress; territorial; traumatic,display; empathy; evidence; limited; relationship; territory; vertically; within,learned; strongly,experience; group; internal; need; practice; specialized; stress; territorial; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9043484330177307,0.6962668349073929,-14.120125786163555,13.832815307658677,11.222546597799237,-3.474514063959539,-18.014440619636716,-0.011595693564371304,experience; group; internal; need; practice; stress; traumatic,display; empathy; evidence; limited; relationship; specialized; territorial; territory; vertically; within,learned; strongly,experience; group; internal; need; practice; stress; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9320963621139526,0.5267536247982224,-6.779100145137875,11.781208146677102,10.17049180327865,-3.1952235714913115,-10.06656945015665,-0.003144989339019192,experience; group; internal; need; practice; specialized; stress; territorial; territory; traumatic,display; empathy; evidence; limited; relationship; vertically; within,act; learned; movement; strongly,experience; group; need; practice; specialized; stress; territorial; territory; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9397323727607727,0.37723832476338615,-10.248861418347474,8.328709402518712,3.440704569236118,-2.2618189206475456,-3.489301157505068,-0.0125593297878424,group; internal; need; practice; specialized; stress; territorial; territory; traumatic,display; empathy; evidence; experience; limited; relationship; vertically; within,learned,group; internal; need; practice; specialized; stress; territorial; territory; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9224834442138672,0.7469064447701016,-11.128727936701182,16.514520765189786,13.483198985599131,-2.9660837550345676,-7.4828051762441845,-0.0036603056859988645,experience; group; internal; limited; need; practice; specialized; stress; traumatic,display; empathy; evidence; relationship; territorial; territory; vertically; within,learned; movement; reported; strongly,experience; group; internal; limited; need; practice; specialized; stress; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9362779259681702,0.4574237949261012,-4.313021961026948,11.732505224053853,8.645491803278674,-2.8220366373422436,-7.654549790129735,-0.007095205789235642,experience; group; internal; limited; need; practice; specialized; stress; traumatic,display; empathy; evidence; relationship; territorial; territory; vertically; within,act; learned; movement,experience; group; internal; limited; need; practice; specialized; stress; traumatic
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.8939030766487122,0.5064569955355994,-1.4417960088691757,8.759877253548154,15.76939792063655,-2.117907190956732,-22.657032153894278,-0.037606946750095765,above; climate; cycle; experiment; ground; movement; project; provide; scale; similar; system; technology,act; change; concept; conventional; convert; disperse; facility; harvesting; increasingly; industrial; innovation; international; solution; sustainable; type; urban,nature; use,climate; cycle; experiment; project; provide; scale; similar
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9152128100395203,0.225414761805658,-6.2796747967479405,-1.2089864158829187,7.44404957171497,-2.817803939128215,-23.26177713023813,-0.035489230962159446,above; climate; cycle; experiment; ground; harvesting; movement; project; scale; similar; system; technology,act; change; concept; conventional; convert; disperse; facility; increasingly; industrial; innovation; international; provide; solution; sustainable; type; urban,need,climate; cycle; experiment; harvesting; movement; project; scale; similar
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9073837995529175,0.6225942754427535,-8.746341463414637,7.8549364613880925,16.883664048504897,-2.091295206046361,-27.64563975449687,-0.025877880414846427,above; climate; cycle; experiment; ground; harvesting; movement; project; scale; system; technology,act; change; concept; conventional; convert; disperse; facility; increasingly; industrial; innovation; international; provide; similar; solution; sustainable; type; urban,imagined; need; short; use,climate; cycle; experiment; harvesting; movement; project; scale
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.8924693465232849,0.0004810603520685186,8.26670201484626,0.8188990496682891,5.332580037664798,-3.048920207916897,-28.282501041802504,-0.02444053190010656,above; climate; cycle; experiment; ground; industrial; movement; project; similar; sustainable; system; technology,act; change; concept; conventional; convert; disperse; facility; harvesting; increasingly; innovation; international; provide; scale; solution; type; urban,need; use,climate; cycle; experiment; industrial; project; similar; sustainable
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9119200706481934,0.30702212042237387,-10.634713556437873,0.9142743221690921,6.340981121675668,-2.9177181120674476,-29.849873196464188,-0.02548999865753792,above; climate; experiment; ground; movement; project; provide; scale; similar; sustainable; system; technology,act; change; concept; conventional; convert; cycle; disperse; facility; harvesting; increasingly; industrial; innovation; international; solution; type; urban,need; suggested,climate; experiment; project; provide; scale; similar; sustainable
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9083874225616455,0.46248014958311556,-15.857452574525723,2.4969696969696997,8.67410050550103,-2.9126914353026905,-39.71875032710838,-0.019526969438694752,above; climate; cycle; experiment; ground; harvesting; industrial; movement; project; provide; scale; similar; sustainable; system; technology; urban,act; change; concept; conventional; convert; disperse; facility; increasingly; innovation; international; solution; type,group; use,climate; cycle; experiment; harvesting; industrial; project; provide; scale; similar; sustainable
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9263545274734497,0.15452785262567348,-13.621341463414637,-6.722943722943683,3.5412550228103896,-2.4168048074498003,-8.785241321767046,-0.03503608320362246,above; climate; cycle; experiment; ground; harvesting; industrial; movement; project; provide; similar; sustainable; system; technology,act; change; concept; conventional; convert; disperse; facility; increasingly; innovation; international; scale; solution; type; urban,group; short,climate; cycle; experiment; harvesting; industrial; movement; project; provide; similar; sustainable
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9267433881759644,0.28306345391308196,-12.47967479674793,-0.262012389084191,4.875354936916381,-2.840251564569172,-54.26184577114722,-0.03067712814828858,above; climate; cycle; experiment; ground; harvesting; industrial; movement; project; similar; system; technology,act; change; concept; conventional; convert; disperse; facility; increasingly; innovation; international; provide; scale; solution; sustainable; type; urban,environment; group,climate; cycle; experiment; harvesting; industrial; movement; project; similar
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9107893109321594,0.4732645049264691,-19.17073170731703,2.2044170518747137,7.038581226018948,-2.1640768291860937,-38.08981256765705,-0.024589681745985054,above; climate; cycle; experiment; ground; harvesting; industrial; movement; project; scale; similar; sustainable; system; technology; urban,act; change; concept; conventional; convert; disperse; facility; increasingly; innovation; international; provide; solution; type,group; short,climate; cycle; experiment; harvesting; industrial; movement; project; scale; similar; sustainable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.7785029411315918,0.4824038131362065,-33.24848484848485,0.9652246548844232,-1.6967083293578753,-6.402834886429819,-27.537748249273704,-0.021084260650352668,adjustment; challenge; environment; frequent; human; natural; need; reduce; short; use; valuable,argue; effect; environmental; equilibrium; examine; functioning; however; importance; improve; initial; intensity; known; likely; necessary; period; process; produce; production; reduced; reduction; relatively; suggest; tend; typically; vital; whole,affect; change; experiment; helpful; important; include; learned,adjustment; challenge; human; need; short; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.7642661333084106,0.34261763214323115,-23.926262626262655,1.7755664907338087,-2.4025636553888603,-5.543178596905335,-36.98271675451727,-0.022601792335499166,adjustment; challenge; environment; frequent; human; natural; need; period; reduce; short; suggest; use; valuable,argue; effect; environmental; equilibrium; examine; functioning; however; importance; improve; initial; intensity; known; likely; necessary; process; produce; production; reduced; reduction; relatively; tend; typically; vital; whole,change; experiment; helpful; important; include; waste,adjustment; challenge; environment; human; need; period; short; suggest; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.8616572618484497,0.40773619351354773,-15.892929292929296,7.759342301943207,1.3071795409286437,-6.190257673726556,-25.75868786130637,-0.024443618055952854,adjustment; effect; environment; frequent; human; natural; period; production; reduce; short; use; valuable,argue; challenge; environmental; equilibrium; examine; functioning; however; importance; improve; initial; intensity; known; likely; necessary; need; process; produce; reduced; reduction; relatively; suggest; tend; typically; vital; whole,change; experiment; helpful; important; needed; waste,adjustment; environment; human; period; production; short; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.86859530210495,0.4029206004298348,-18.053246753246754,5.140294682895615,1.8248053969901434,-6.2471663064839476,-38.11776020595198,-0.014976547909271054,adjustment; challenge; environment; frequent; human; natural; need; period; reduce; short; use; valuable,argue; effect; environmental; equilibrium; examine; functioning; however; importance; improve; initial; intensity; known; likely; necessary; process; produce; production; reduced; reduction; relatively; suggest; tend; typically; vital; whole,change; helpful; important; include; waste,adjustment; challenge; environment; human; need; period; short; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.8551397323608398,0.6897676449218064,-19.586469344608872,12.349922012088143,8.233287915312872,-6.148701326289345,-34.72553146101592,-0.03460281369901946,adjustment; challenge; environment; human; natural; need; period; reduce; short; use; valuable,argue; effect; environmental; equilibrium; examine; frequent; functioning; however; importance; improve; initial; intensity; known; likely; necessary; process; produce; production; reduced; reduction; relatively; suggest; tend; typically; vital; whole,change; helpful; waste,adjustment; challenge; environment; human; period; short; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.8104655742645264,0.4660988070849882,-16.746524064171126,7.888695535774048,3.4051141909038165,-5.875305238881964,-35.080855535863606,-0.018872029151030617,adjustment; challenge; environment; frequent; human; improve; natural; need; period; production; reduce; short; use; valuable,argue; effect; environmental; equilibrium; examine; functioning; however; importance; initial; intensity; known; likely; necessary; process; produce; reduced; reduction; relatively; suggest; tend; typically; vital; whole,change; experience; experiment; helpful; important; waste,adjustment; challenge; environment; human; improve; period; production; short; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.7795336842536926,0.19651393606235473,-22.716512059369222,-2.2319996893987764,-5.055198552846889,-6.097229844413011,-29.065959178693674,-0.03712433356685704,adjustment; challenge; environment; frequent; human; known; natural; need; reduce; short; suggest; use; valuable,argue; effect; environmental; equilibrium; examine; functioning; however; importance; improve; initial; intensity; likely; necessary; period; process; produce; production; reduced; reduction; relatively; tend; typically; vital; whole,change; helpful; learned; waste,adjustment; challenge; environment; human; known; need; short; suggest; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.7538217306137085,-0.019663855586053658,-8.890909090909133,-1.113464715600628,-6.458750857927214,-5.394303043940759,-34.3131680015245,-0.013557445405074323,adjustment; challenge; effect; environment; environmental; frequent; human; improve; natural; need; period; reduce; short; suggest; use; valuable,argue; equilibrium; examine; functioning; however; importance; initial; intensity; known; likely; necessary; process; produce; production; reduced; reduction; relatively; tend; typically; vital; whole,change; helpful; important; include; learned; working,adjustment; challenge; environment; environmental; human; improve; need; period; short; suggest; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.7528451681137085,0.20720011225029522,-20.23636363636365,0.45684597301516305,-5.1160089224433705,-5.420611912177453,-27.303510009840835,-0.0265382975699872,adjustment; challenge; environment; frequent; human; natural; need; period; short; use; valuable,argue; effect; environmental; equilibrium; examine; functioning; however; importance; improve; initial; intensity; known; likely; necessary; process; produce; production; reduce; reduced; reduction; relatively; suggest; tend; typically; vital; whole,change; experiment; helpful; include; learned; waste,adjustment; challenge; environment; human; need; period; short; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9522830247879028,0.050507634071255136,-14.976102941176464,-8.198359611403077,-1.1912682411673927,-1.760243562377834,-14.751303686891475,0.004453870625662777,available; capitalist; couple; design; present; relationship; result; sharing; social; testing; valuable,external; generating; typical,include; label; role,available; capitalist; couple; design; present; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9286105632781982,0.1500093999005616,-14.096638655462186,-4.685774431220125,1.1626243026922225,-2.1636017266058296,-22.182280076991987,0.007622840076797269,available; capitalist; present; relationship; result; sharing; social; testing; valuable,couple; design; external; generating; typical,act; important; include; label; linked,available; capitalist; present; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9215093851089478,0.42767743834510596,-22.63949579831933,-0.47857939162287266,4.675986724290283,-1.757691057821603,-13.833097349980164,0.0077592354870917105,available; capitalist; design; present; relationship; result; sharing; social; testing; valuable,couple; external; generating; typical,act; fixed; important; label,available; capitalist; design; present; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9319609999656677,0.12187108553212123,-9.553781512605042,-3.1432644333571034,1.741023425499236,-2.0617564986669414,-13.234398073871844,0.0051745047837218686,available; capitalist; design; present; relationship; result; sharing; social; testing; valuable,couple; external; generating; typical,connected; include; label,available; capitalist; design; present; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.8955683708190918,0.20470380782095954,-13.70588235294116,-3.3851727982162743,2.9493567588326073,-1.7887448665297718,-31.552336711958645,-0.0012336925694838366,available; capitalist; present; relationship; result; sharing; social; testing; valuable,couple; design; external; generating; typical,connected; label,available; capitalist; present; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9036059379577637,0.19911570038897586,-12.897504456327965,-1.7137073921139745,1.781532684758531,-2.4024568579112504,-19.106391718159216,0.002031328231170873,available; capitalist; relationship; result; sharing; social; testing; valuable,couple; design; external; generating; present; typical,connected; include; label,available; capitalist; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9427789449691772,0.06736165008302253,-14.301271860095369,-7.309819580005922,-0.669596493199947,-1.6323869355784524,-23.81411503725397,0.001736479321314953,available; capitalist; present; relationship; result; sharing; social; testing; valuable,couple; design; external; generating; typical,connected; include; interest; label,available; capitalist; present; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9491280317306519,0.3051188464414647,-15.91176470588232,0.4938140685754888,2.768379344502364,-1.8269927642359214,-20.9592829983866,0.003796768446273885,available; capitalist; couple; design; external; present; relationship; result; sharing; social; testing; valuable,generating; typical,include; label; role,available; capitalist; couple; design; external; present; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9434534907341003,0.1832785644196646,-11.382352941176464,-1.741610478183361,2.143254812978114,-2.0260059553556538,-11.201636803164064,-0.001186552406064599,available; capitalist; couple; present; relationship; result; sharing; social; testing; valuable,design; external; generating; typical,include; label,available; capitalist; couple; present; result; sharing; social; testing; valuable
