story_key,comparison_type,variant,semantic_similarity_sbert,delta_cli,delta_aoa,delta_concreteness,delta_imageability,delta_fk_grade,delta_mtld,delta_tier2_proxy_token_ratio,tier2_types_retained,tier2_types_removed,tier2_types_added,low_frequency_tier2_types_retained
loterry,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.940099835395813,0.8867076027288747,-43.08081395348836,3.4083069620252786,7.714912280701753,-2.7687998181728837,3.363001292780268,-0.03991233485615508,economics; effect; employ; further; need; range; report; research; study; supported; table; total,analysis; anticipated; author; domestic; employed; existing; generating; however; likely; measurable; product; proportion; purchased; transform; use; voluntary,expected; important; working,economics; employ; need; range; report; research; supported; table
loterry,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9238507747650146,0.759672870806804,-33.467857142857156,4.416129289069318,7.830924855491332,-2.7817363261093924,0.8124119761733368,-0.03278539642176005,author; economics; effect; employ; further; need; range; report; research; study; supported; table,analysis; anticipated; domestic; employed; existing; generating; however; likely; measurable; product; proportion; purchased; total; transform; use; voluntary,chosen; expected; important; information; support; working,author; economics; employ; need; range; report; research; supported; table
loterry,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9355843663215637,1.2573397555862287,-48.26089743589745,9.50248799650808,16.300632911392427,-3.280719010092078,7.706521228103355,-0.043855227341465866,economics; effect; employ; further; range; report; research; study; table,analysis; anticipated; author; domestic; employed; existing; generating; however; likely; measurable; need; product; proportion; purchased; supported; total; transform; use; voluntary,expected; important; working,economics; employ; range; report; research; table
loterry,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9315033555030823,0.7923703147807358,-41.25357142857143,1.3184031158714333,6.386904761904759,-3.248491025133898,-3.8937769058364893,-0.03065184074086151,analysis; economics; effect; employ; further; need; range; report; research; study; supported; table; total,anticipated; author; domestic; employed; existing; generating; however; likely; measurable; product; proportion; purchased; transform; use; voluntary,expected; group; important; working,analysis; economics; employ; need; range; report; research; supported; table
loterry,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9264758825302124,1.0122697165927428,-43.44038461538463,4.727056962025301,12.323248407643291,-3.0730220765523164,10.559612046839234,-0.0457760989010989,analysis; economics; effect; employ; need; range; report; research; study; supported; table,anticipated; author; domestic; employed; existing; further; generating; however; likely; measurable; product; proportion; purchased; total; transform; use; voluntary,important; increased; working,analysis; economics; employ; need; range; report; research; supported; table
loterry,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9384467601776123,0.5266559166445941,-39.491666666666674,-5.114230916762551,0.6207865168539115,-2.4497959626718995,2.577094355326352,-0.033327328409295615,domestic; economics; effect; employ; further; need; product; range; report; research; study; supported; table,analysis; anticipated; author; employed; existing; generating; however; likely; measurable; proportion; purchased; total; transform; use; voluntary,expected; important; working,domestic; economics; employ; need; product; range; report; research; supported; table
loterry,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9443255662918091,1.008862196339393,-44.372619047619025,7.194677443953026,9.269774011299432,-2.678510253502129,7.205811514518302,-0.03223443223443223,analysis; domestic; economics; effect; employ; need; product; range; report; research; study; supported; table; total,anticipated; author; employed; existing; further; generating; however; likely; measurable; proportion; purchased; transform; use; voluntary,expected; important; working,analysis; domestic; economics; employ; need; product; range; report; research; supported; table
loterry,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9379335641860962,0.7562958987194126,-32.70735294117645,5.874901789611499,6.9335443037974755,-2.5143506511782654,5.063153076896896,-0.029935581659719587,analysis; domestic; economics; effect; employ; existing; need; product; range; report; research; study; supported; table; voluntary,anticipated; author; employed; further; generating; however; likely; measurable; proportion; purchased; total; transform; use,expected; important; working,analysis; domestic; economics; employ; existing; need; product; range; report; research; supported; table; voluntary
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9621297717094421,0.8233873135635681,-20.014634146341507,13.399372624161686,12.884868664446913,-3.5069498603746396,-13.358275265322384,-0.009058352643775018,address; card; condition; culture; display; document; given; group; international; nature; note; received; researcher,appreciation; attempt; author; available; incur; known; science,both; emotional; history; learned,condition; culture; display; document; group; international; nature; note; received; researcher
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9741886854171753,0.8801295519231094,-16.951219512195166,15.188604361181206,16.298783419538154,-3.052215790199824,-5.713411291711296,-0.00918533497912126,address; card; condition; culture; document; given; group; international; nature; note; researcher; science,appreciation; attempt; author; available; display; incur; known; received,emotional; exhibit; history; learned,condition; culture; document; group; international; nature; note; researcher; science
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9622786045074463,0.8720663814060425,-21.221085759244716,13.721184783294404,14.048298855800567,-3.8642635181931055,-11.723067505882838,-0.014035250710057602,address; card; condition; culture; display; document; given; group; international; nature; received; researcher,appreciation; attempt; author; available; incur; known; note; science,both; emotional; learned,condition; culture; display; document; group; international; nature; received; researcher
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9555096626281738,0.9405769098367638,-22.475240206947547,15.278364976838247,15.031682389937146,-4.268403834976148,-15.604956741077046,-0.01108542086300321,address; card; condition; culture; display; document; group; international; nature; note; researcher,appreciation; attempt; author; available; given; incur; known; received; science,both; emotional; history; learned,condition; culture; display; document; group; international; nature; note; researcher
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9643754959106445,0.8021756485815728,-20.518082422203577,13.318400964242642,11.561380971497385,-3.746528997778441,-15.737634642922856,-0.016930693069306932,address; card; condition; culture; document; given; group; international; nature; note; received; researcher,appreciation; attempt; author; available; display; incur; known; science,learned,condition; culture; document; group; international; nature; note; received; researcher
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.951015293598175,0.7368092875131398,-22.061692969870876,10.183826723763389,10.057896300698246,-3.8541168428174792,-12.01007803122944,-0.016716215857510687,address; card; condition; culture; document; given; group; international; nature; note; researcher,appreciation; attempt; author; available; display; incur; known; received; science,emotional; history; learned,condition; culture; document; group; international; nature; note; researcher
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9614886045455933,0.88562848707602,-15.073170731707364,16.171695618200374,17.08200290275761,-2.8124425405938815,-4.891332785738342,-0.010298568716975327,address; card; condition; culture; document; given; group; international; nature; note; received; researcher; science,appreciation; attempt; author; available; display; incur; known,emotional; history; learned,condition; culture; document; group; international; nature; note; received; researcher; science
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.975139856338501,0.8164477461311566,-17.04878048780489,13.790459488932754,14.403282006795337,-3.484955755842442,-7.972450047820473,-0.007061926665107458,address; card; condition; culture; display; document; given; group; international; nature; note; received; researcher; science,appreciation; attempt; author; available; incur; known,both; history; learned,condition; culture; display; document; group; international; nature; note; received; researcher; science
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9747183918952942,0.8888274383779027,-20.756739409499403,14.505059470974572,14.50238898055818,-3.344237168828407,-9.315170389404763,-0.013003044490495566,address; card; condition; culture; display; document; given; group; international; nature; note; received; researcher,appreciation; attempt; author; available; incur; known; science,both; history; learned,condition; culture; display; document; group; international; nature; note; received; researcher
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9398117065429688,0.10162481300278381,-23.627664399092964,-8.889455052563846,-4.722150735294122,-3.6954971305217654,-49.98449311908033,-0.01808019216555802,culture; example; following; marked; mosaic; nature; valuable; wealth,above; address; calculated; century; evidence; extent; however; minority; nevertheless; previous; prohibitive; repeated; reveal; working,group; known; outward,culture; example; following; marked; mosaic; nature; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9474639892578125,0.11572700216918386,-20.370593692022283,-7.415078183172,-2.93852301790281,-3.486878383451682,-37.12412064238859,-0.02085159526839154,culture; example; following; marked; mosaic; nature; valuable; wealth,above; address; calculated; century; evidence; extent; however; minority; nevertheless; previous; prohibitive; repeated; reveal; working,ground,culture; example; following; marked; mosaic; nature; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9387518167495728,0.13365340274082693,-20.60181898846497,-7.692230783342495,-1.9996204933586341,-3.379291132786676,-35.973040598124356,-0.01960458240946046,address; culture; example; following; marked; mosaic; nature; valuable; wealth,above; calculated; century; evidence; extent; however; minority; nevertheless; previous; prohibitive; repeated; reveal; working,whole,address; culture; example; following; marked; mosaic; nature; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9184845089912415,0.06674612566522475,-19.013775510204084,-8.434582827134875,-3.383594015640938,-3.603764917075729,-24.501327828603507,-0.020402256919110854,address; culture; example; marked; mosaic; nature; valuable; wealth,above; calculated; century; evidence; extent; following; however; minority; nevertheless; previous; prohibitive; repeated; reveal; working,group,address; culture; example; marked; mosaic; nature; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9374051094055176,-0.15740836738860553,-15.139924935491479,-12.356100306306985,-7.816240409207182,-3.897128631034782,-63.34556867666751,-0.020785984848484852,address; culture; example; following; marked; nature; valuable; wealth,above; calculated; century; evidence; extent; however; minority; mosaic; nevertheless; previous; prohibitive; repeated; reveal; working,outward,address; culture; example; following; marked; nature; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.950900673866272,0.13199022851426623,-21.416048237476843,-8.136190676507738,-2.288655462184863,-3.7008066478611426,-39.18532239299975,-0.01927216086094591,address; culture; example; following; marked; mosaic; nature; valuable; wealth,above; calculated; century; evidence; extent; however; minority; nevertheless; previous; prohibitive; repeated; reveal; working,outward,address; culture; example; following; marked; mosaic; nature; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9469661116600037,0.06169170199270624,-16.666048237476843,-7.294359807326089,-2.9002025603629704,-3.3702905231486184,-35.25136867095938,-0.018028912983041427,address; culture; example; following; marked; mosaic; nature; valuable; wealth,above; calculated; century; evidence; extent; however; minority; nevertheless; previous; prohibitive; repeated; reveal; working,greek; state,address; culture; example; following; marked; mosaic; nature; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9325553178787231,0.028870392995109184,-26.97810135290075,-12.912837286813442,-7.130977845683731,-3.9412936776181553,-43.92253485438273,-0.014410528644105289,address; culture; example; following; marked; mosaic; nature; valuable; wealth,above; calculated; century; evidence; extent; however; minority; nevertheless; previous; prohibitive; repeated; reveal; working,condition; greek; group; linked; waste,address; culture; example; following; marked; mosaic; nature; valuable
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9481497406959534,-0.021491528309811825,-21.37135977986702,-11.247956036863059,-6.879118419021154,-2.919469612842331,-30.39991695100369,-0.018307131465026206,address; culture; example; following; marked; mosaic; nature; valuable; wealth,above; calculated; century; evidence; extent; however; minority; nevertheless; previous; prohibitive; repeated; reveal; working,ground,address; culture; example; following; marked; mosaic; nature; valuable
wnl experience,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.8741416931152344,0.8177652905144464,-15.02525399129172,16.55644804716286,13.505298433112955,-2.7570719190096717,-19.13560520728295,-0.01378813105785812,experience; group; need; practice; specialized; stress; traumatic,display; empathy; evidence; internal; limited; relationship; territorial; territory; vertically; within,learned,experience; group; need; practice; specialized; stress; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9251233339309692,0.5557111363245055,-11.290301224760015,11.963447569379753,7.741544434857644,-2.7299652587012986,-14.65490120731205,-0.010724051498234022,experience; group; internal; need; practice; specialized; stress; traumatic,display; empathy; evidence; limited; relationship; territorial; territory; vertically; within,learned; strongly,experience; group; internal; need; practice; specialized; stress; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.873638927936554,0.6075563814226432,-5.1410297409657915,15.09038704781176,12.018355051141896,-2.8658835383153516,-9.888994719803904,-0.010708014549103223,experience; group; internal; need; practice; stress; traumatic,display; empathy; evidence; limited; relationship; specialized; territorial; territory; vertically; within,act; learned; strongly,experience; group; internal; need; practice; stress; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9161040782928467,0.6519254300868116,-9.886792452830207,13.838505609930792,11.748928460960599,-3.455518933806367,-13.479242124628328,-0.003993645633220039,experience; group; internal; limited; need; practice; specialized; stress; traumatic,display; empathy; evidence; relationship; territorial; territory; vertically; within,learned; movement; strongly,experience; group; limited; need; practice; specialized; stress; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9207872152328491,0.5561345524705026,-6.209869375907147,13.20457924472197,10.427001498569552,-2.980386485801475,-9.684412918830077,-0.0033188519875268704,experience; group; internal; limited; need; practice; specialized; stress; territorial; territory; traumatic,display; empathy; evidence; relationship; vertically; within,learned; movement,experience; group; internal; limited; need; practice; specialized; stress; territorial; territory; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.8955239057540894,0.37152185681249783,-3.541964866623289,9.273887129819343,7.012679303278674,-3.39773835430902,-8.361582355975244,-0.008683788351906495,experience; group; internal; need; practice; specialized; stress; territory; traumatic,display; empathy; evidence; limited; relationship; territorial; vertically; within,learned; reported,experience; group; internal; need; practice; specialized; stress; territory; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9236965179443359,0.7606877431624817,-14.95345911949687,14.499036979969162,12.640762073548956,-3.0300061738386646,-7.388910671098799,-0.013999882477376897,group; need; practice; specialized; stress; traumatic,display; empathy; evidence; experience; internal; limited; relationship; territorial; territory; vertically; within,act; learned,group; need; practice; specialized; stress; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.8966780304908752,0.8480566404778946,-11.53195374315277,19.35241835469202,15.067321774460254,-2.877077267951396,-15.420063728806113,-0.01292727386034338,experience; group; need; practice; specialized; stress; traumatic,display; empathy; evidence; internal; limited; relationship; territorial; territory; vertically; within,learned,experience; group; need; practice; specialized; stress; traumatic
wnl experience,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9299954175949097,0.4453923066836485,-7.509743272502362,10.350456672876817,6.668450986952166,-3.205280870969254,1.8208751767453748,-0.012954691831648511,experience; group; internal; need; practice; stress; traumatic,display; empathy; evidence; limited; relationship; specialized; territorial; territory; vertically; within,act; learned,experience; group; internal; need; practice; stress; traumatic
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.8964232206344604,0.211331995270713,-9.0630081300813,-5.253555967841635,8.134455939540715,-2.456805897231561,-13.854397406252048,-0.04186688660976834,above; climate; cycle; experiment; movement; project; system; technology,act; change; concept; conventional; convert; disperse; facility; ground; harvesting; increasingly; industrial; innovation; international; provide; scale; similar; solution; sustainable; type; urban,creative; environment; need,climate; cycle; experiment; project
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.8929451704025269,0.22412446198737734,-4.913783323879727,-0.24848484848484986,7.372914013258878,-2.561903944514988,-44.282501041802476,-0.0370047185055911,above; climate; cycle; experiment; ground; harvesting; industrial; movement; project; similar; system; technology,act; change; concept; conventional; convert; disperse; facility; increasingly; innovation; international; provide; scale; solution; sustainable; type; urban,environment,climate; cycle; experiment; harvesting; industrial; movement; project; similar
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.8975476026535034,0.38643082715528576,-7.9380081300813,4.187770562770595,8.997873420935719,-2.4959483385884056,-39.282501041802476,-0.026863625031164295,above; climate; cycle; experiment; ground; harvesting; movement; project; provide; scale; similar; system; technology,act; change; concept; conventional; convert; disperse; facility; increasingly; industrial; innovation; international; solution; sustainable; type; urban,environment,climate; cycle; experiment; harvesting; movement; project; provide; scale; similar
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9288496971130371,0.21822188634069917,-5.836817653890819,0.8609072087332947,5.415586573612529,-3.0132658647864474,-23.573046160056123,-0.0321705670850943,above; change; climate; cycle; experiment; ground; harvesting; industrial; movement; project; provide; similar; sustainable; system; technology; urban,act; concept; conventional; convert; disperse; facility; increasingly; innovation; international; scale; solution; type,,change; climate; cycle; experiment; harvesting; industrial; project; provide; similar; sustainable
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.900128960609436,0.6370017811669061,-17.607879924953068,5.5757575757576205,12.658054292407371,-2.3651238757459048,-30.79542713069131,-0.02559716099874281,above; climate; cycle; experiment; ground; harvesting; industrial; movement; project; scale; similar; sustainable; system; technology,act; change; concept; conventional; convert; disperse; facility; increasingly; innovation; international; provide; solution; type; urban,,climate; cycle; experiment; harvesting; industrial; project; scale; similar; sustainable
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9269373416900635,0.5804611094421676,-20.878048780487802,3.246075209930666,9.581696199280941,-2.8791487098485042,-49.01311974888614,-0.03163239132730811,above; climate; cycle; experiment; ground; harvesting; movement; project; scale; similar; sustainable; system; technology; urban,act; change; concept; conventional; convert; disperse; facility; increasingly; industrial; innovation; international; provide; solution; type,group; need,climate; cycle; experiment; harvesting; project; scale; similar; sustainable
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9054570198059082,-0.08162301458213417,5.71412365286443,-5.037591100882196,4.794087974172726,-1.5515593671679184,-23.28947133702664,-0.03862624052512307,above; climate; cycle; experiment; harvesting; movement; project; provide; scale; similar; system; technology,act; change; concept; conventional; convert; disperse; facility; ground; increasingly; industrial; innovation; international; solution; sustainable; type; urban,environment; need,climate; cycle; experiment; harvesting; movement; project; provide; scale; similar
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9093070030212402,0.37118153355469163,-11.414634146341427,3.4147499087258097,6.371468926553689,-2.8424049109615197,-39.33100465377359,-0.039466613440604315,above; climate; cycle; experiment; ground; harvesting; movement; project; scale; similar; solution; sustainable; system; technology,act; change; concept; conventional; convert; disperse; facility; increasingly; industrial; innovation; international; provide; type; urban,group,climate; cycle; experiment; harvesting; movement; project; scale; similar; solution; sustainable
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9044942855834961,0.22010504099028905,1.560975609756099,2.425407925407967,9.603176243626876,-2.1099730385672935,-25.87498789743674,-0.022363044311071376,above; climate; cycle; experiment; ground; harvesting; industrial; movement; project; provide; scale; similar; sustainable; system; technology,act; change; concept; conventional; convert; disperse; facility; increasingly; innovation; international; solution; type; urban,group; use,climate; cycle; experiment; harvesting; industrial; movement; project; provide; scale; similar; sustainable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.8792561292648315,0.5459768732612127,-24.742687747035575,6.474137310855895,2.1775552774301445,-6.583924221102311,-38.8087192631548,-0.02346104799443542,challenge; environment; frequent; human; natural; period; reduce; short; use; valuable,adjustment; argue; effect; environmental; equilibrium; examine; functioning; however; importance; improve; initial; intensity; known; likely; necessary; need; process; produce; production; reduced; reduction; relatively; suggest; tend; typically; vital; whole,change; helpful; important; learned; needed; waste,environment; human; period; short; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.8563001155853271,0.708953925235835,-34.55000000000001,7.57944812204903,1.767211429746169,-6.461849178893793,-33.70428226997265,-0.018872029151030617,adjustment; environment; frequent; human; natural; need; period; reduce; short; use; valuable,argue; challenge; effect; environmental; equilibrium; examine; functioning; however; importance; improve; initial; intensity; known; likely; necessary; process; produce; production; reduced; reduction; relatively; suggest; tend; typically; vital; whole,affect; change; experiment; helpful; important; include; learned,adjustment; human; period; short; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.8371661901473999,0.36412795347650917,-18.061818181818182,4.237233458405797,0.3661553686293928,-6.281654055693338,-42.779834144773446,-0.029210128141611877,challenge; environment; environmental; frequent; human; natural; need; period; short; use; valuable,adjustment; argue; effect; equilibrium; examine; functioning; however; importance; improve; initial; intensity; known; likely; necessary; process; produce; production; reduce; reduced; reduction; relatively; suggest; tend; typically; vital; whole,change; helpful; important; waste,challenge; environment; environmental; human; period; short; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.8510578870773315,0.8990914634837774,-26.152030947775643,14.723761777598668,10.798173221577485,-6.41201258250825,-53.49750363065685,-0.016360322041622355,challenge; environment; frequent; human; natural; need; period; reduce; short; use; valuable,adjustment; argue; effect; environmental; equilibrium; examine; functioning; however; importance; improve; initial; intensity; known; likely; necessary; process; produce; production; reduced; reduction; relatively; suggest; tend; typically; vital; whole,change; example; helpful; important; learned; needed; waste,challenge; environment; human; need; period; short; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.8624395728111267,0.5578951035097918,-16.209090909090946,10.01164432772589,5.9345368579411115,-6.0709381782374265,-22.38219128667626,-0.01387304109193327,challenge; effect; environment; frequent; human; natural; need; period; production; reduce; short; use; valuable,adjustment; argue; environmental; equilibrium; examine; functioning; however; importance; improve; initial; intensity; known; likely; necessary; process; produce; reduced; reduction; relatively; suggest; tend; typically; vital; whole,change; example; helpful; important; waste,challenge; environment; human; period; production; short; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.8585829734802246,0.2112561483921538,-17.381818181818176,0.9312173019432066,-3.550455927051644,-6.0993510117648455,-52.54205770410317,-0.005368942731277526,adjustment; challenge; effect; environment; frequent; human; natural; need; period; reduce; use; valuable,argue; environmental; equilibrium; examine; functioning; however; importance; improve; initial; intensity; known; likely; necessary; process; produce; production; reduced; reduction; relatively; short; suggest; tend; typically; vital; whole,affect; change; helpful; important; learned; limited,adjustment; human; period; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.7478911876678467,0.08688927911600652,-12.079857397504497,-0.628045085444171,-4.219157764633167,-5.153133166026013,-31.55888159908713,-0.020951826828312564,adjustment; challenge; environment; environmental; frequent; human; improve; natural; need; production; reduce; short; suggest; use; valuable,argue; effect; equilibrium; examine; functioning; however; importance; initial; intensity; known; likely; necessary; period; process; produce; reduced; reduction; relatively; tend; typically; vital; whole,change; helpful; impact; important,adjustment; challenge; environment; environmental; human; improve; production; short; suggest; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.7838366031646729,0.41643931490435515,-25.81855287569573,3.3901345291479856,-2.1155940810787115,-5.620602103732644,-44.91314744839313,-0.035458465277696624,adjustment; challenge; environment; frequent; human; natural; need; reduce; short; use; valuable,argue; effect; environmental; equilibrium; examine; functioning; however; importance; improve; initial; intensity; known; likely; necessary; period; process; produce; production; reduced; reduction; relatively; suggest; tend; typically; vital; whole,affect; change; experiment; helpful; learned,adjustment; challenge; human; need; short; valuable
wnl why we should,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.7942572832107544,0.2516580709402584,-22.076157804459683,-0.8207995420283964,-3.5274745605919975,-6.257286831142132,-29.875204952345996,-0.03562687923921404,challenge; environment; frequent; human; natural; need; production; reduce; short; use; valuable; whole,adjustment; argue; effect; environmental; equilibrium; examine; functioning; however; importance; improve; initial; intensity; known; likely; necessary; period; process; produce; reduced; reduction; relatively; suggest; tend; typically; vital,change; experiment; helpful; learned; needed; waste,challenge; environment; human; need; production; short; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9328836798667908,0.24643427380281324,-13.851102941176464,-2.438522674146782,3.7654707044108022,-2.1166888884086745,-12.318488001432158,0.002758339561111489,available; capitalist; design; present; relationship; result; sharing; social; testing; valuable,couple; external; generating; typical,connected; include; label,available; capitalist; design; present; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9270752668380737,0.2564963800368354,-14.76073131955485,-1.2264392665545643,2.4958183990442535,-1.6847936550017657,-23.617984236477128,-0.0015604132986574842,capitalist; present; relationship; result; sharing; social; testing; valuable,available; couple; design; external; generating; typical,connected; important; label,capitalist; present; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9183539152145386,0.09364988335374202,-14.757352941176464,-6.297760210803688,-0.8314680710993798,-1.977437110275904,-17.53148599734419,0.0026422764227642254,available; capitalist; present; relationship; result; sharing; social; testing; valuable,couple; design; external; generating; typical,connected; include; label,available; capitalist; present; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.918271541595459,0.20026268766892286,-17.915686274509824,-6.360260210803688,2.0168970814132194,-2.3487873621365374,-15.453649422291164,0.002273544859342398,available; capitalist; present; relationship; result; sharing; social; testing; valuable,couple; design; external; generating; typical,connected; important; include; label,available; capitalist; present; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.8953310251235962,0.2740251345005309,-20.910130718954235,-5.023045854122131,2.1576900921659217,-2.2423123420754543,-21.22099234818029,-0.0020925720620842553,available; capitalist; relationship; result; sharing; social; testing; valuable,couple; design; external; generating; present; typical,important; include; label,available; capitalist; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9261738061904907,0.26998640150226005,-12.235294117647072,-1.2927376090959797,5.0789924481868525,-2.1608240501489675,-12.798076517121615,0.0014380375017623015,capitalist; relationship; result; sharing; social; testing; valuable,available; couple; design; external; generating; present; typical,connected; important; interest; label; suggested,capitalist; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9525096416473389,0.11733253543501965,-7.757352941176464,-2.519083390242031,2.1394351416708446,-1.8401489721837017,-19.076084623898623,0.0006581494386372413,available; capitalist; couple; relationship; result; sharing; social; testing; valuable,design; external; generating; present; typical,include; interest; label; linked,available; capitalist; couple; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9487283229827881,0.2864376452152483,-13.29411764705884,0.9609810479375938,3.078848349046666,-1.8539563818067109,2.1359159850668163,-0.0010497066995986404,available; capitalist; design; external; present; relationship; result; sharing; social; testing; valuable,couple; generating; typical,include; label,available; capitalist; design; external; present; result; sharing; social; testing; valuable
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9507936239242554,0.3871828797753063,-11.410130718954235,4.046494519237854,6.583170861396695,-1.5266760270500654,-9.81617257344169,-0.0025660569105691033,available; capitalist; couple; design; present; relationship; result; sharing; social; testing; valuable,external; generating; typical,label,available; capitalist; couple; design; present; result; sharing; social; testing; valuable
